WBRatio,OPC,PPC,DAYS,CO2,STRENGTH,source,cluster
0.52,0,400,28,0.17,30.92,synthetic,1
0.43,400,0,7,0.03,32.44,synthetic,0
0.52,0,350,7,0.19,40.55,synthetic,1
0.35,0,350,28,0.15,49.45,synthetic,1
0.44,0,350,28,0.06,30.76,synthetic,1
0.35,500,0,56,0.04,44.33,synthetic,0
0.55,0,400,28,0.06,23.1,synthetic,1
0.52,0,400,7,0.12,50.61,synthetic,1
0.42,0,400,7,0.04,44.8,synthetic,1
0.55,0,500,7,0.12,30.22,synthetic,1
0.51,500,0,56,0.16,54.53,synthetic,0
0.35,400,0,56,0.02,38.27,synthetic,0
0.35,0,350,7,0.15,55.06,synthetic,1
0.44,400,0,28,0.07,44.42,synthetic,0
0.45,500,0,28,0.1,38.56,synthetic,0
0.35,0,400,28,0.04,52.62,synthetic,1
0.52,0,500,56,0.05,33.26,synthetic,1
0.55,400,0,28,0.08,47.98,synthetic,0
0.52,0,500,56,0.09,32.86,synthetic,1
0.45,400,0,28,0.09,43.56,synthetic,0
0.36,350,0,28,0.04,27.48,synthetic,0
0.44,350,0,7,0.11,54.37,synthetic,0
0.35,0,400,28,0.14,31.24,synthetic,1
0.36,0,400,7,0.01,63.12,synthetic,1
0.35,0,500,56,0.08,25.85,synthetic,1
0.44,0,500,56,0.16,35.25,synthetic,1
0.35,400,0,28,0.15,47.56,synthetic,0
0.55,0,500,7,0.13,60.14,synthetic,1
0.55,350,0,7,0.13,41.69,synthetic,0
0.35,0,350,56,0.02,18.67,synthetic,1
0.55,0,500,56,0.09,27.11,synthetic,1
0.35,400,0,56,0.15,52.35,synthetic,0
0.35,0,400,7,0.0,50.44,synthetic,1
0.46,0,350,7,0.13,46.83,synthetic,1
0.51,500,0,7,0.05,46.68,synthetic,0
0.44,0,400,28,0.03,46.92,synthetic,1
0.35,400,0,7,0.07,44.14,synthetic,0
0.36,0,500,7,0.0,32.78,synthetic,1
0.54,500,0,7,0.04,38.6,synthetic,0
0.54,0,350,7,0.0,24.49,synthetic,1
0.35,500,0,7,0.03,36.73,synthetic,0
0.36,400,0,7,0.1,50.9,synthetic,0
0.35,0,500,56,0.04,41.22,synthetic,1
0.5,0,500,28,0.16,32.28,synthetic,1
0.43,0,400,56,0.05,23.21,synthetic,1
0.54,0,400,56,0.2,19.21,synthetic,1
0.35,500,0,7,0.03,30.02,synthetic,0
0.45,350,0,28,0.15,35.63,synthetic,0
0.52,400,0,28,0.1,22.07,synthetic,0
0.51,350,0,28,0.08,49.6,synthetic,0
0.55,350,0,7,0.14,38.03,synthetic,0
0.55,0,500,56,0.06,15.35,synthetic,1
0.35,0,500,28,0.07,49.52,synthetic,1
0.35,400,0,28,0.04,52.78,synthetic,0
0.35,500,0,56,0.04,29.13,synthetic,0
0.36,350,0,7,0.09,30.87,synthetic,0
0.43,400,0,7,0.04,48.48,synthetic,0
0.35,350,0,7,0.1,49.26,synthetic,0
0.53,0,350,7,0.02,23.18,synthetic,1
0.44,500,0,28,0.15,53.39,synthetic,0
0.35,500,0,7,0.17,34.73,synthetic,0
0.55,500,0,28,0.04,51.17,synthetic,0
0.35,500,0,28,0.12,52.21,synthetic,0
0.45,0,400,7,0.02,43.98,synthetic,1
0.47,500,0,28,0.0,21.15,synthetic,0
0.35,0,400,56,0.03,62.33,synthetic,1
0.54,350,0,7,0.03,35.49,synthetic,0
0.42,0,500,28,0.18,41.77,synthetic,1
0.44,0,350,28,0.1,57.93,synthetic,1
0.46,350,0,56,0.03,63.12,synthetic,0
0.35,400,0,7,0.14,36.01,synthetic,0
0.52,350,0,7,0.04,44.49,synthetic,0
0.52,0,350,28,0.05,63.12,synthetic,1
0.51,0,400,28,0.0,50.53,synthetic,1
0.35,0,500,7,0.09,21.81,synthetic,1
0.53,400,0,7,0.0,38.17,synthetic,0
0.35,0,400,56,0.1,38.78,synthetic,1
0.42,350,0,28,0.0,37.33,synthetic,0
0.43,500,0,28,0.12,44.97,synthetic,0
0.44,0,350,56,0.07,41.02,synthetic,1
0.35,0,400,7,0.09,47.42,synthetic,1
0.55,400,0,28,0.0,39.47,synthetic,0
0.47,400,0,7,0.2,29.89,synthetic,0
0.54,0,400,7,0.16,48.91,synthetic,1
0.45,500,0,56,0.03,63.12,synthetic,0
0.46,400,0,56,0.04,39.86,synthetic,0
0.52,0,350,28,0.02,50.75,synthetic,1
0.35,0,350,28,0.19,41.36,synthetic,1
0.36,400,0,28,0.07,20.13,synthetic,0
0.53,500,0,7,0.2,38.3,synthetic,0
0.55,0,400,7,0.04,37.35,synthetic,1
0.35,0,350,7,0.13,45.78,synthetic,1
0.55,0,350,56,0.12,52.32,synthetic,1
0.53,0,400,7,0.03,63.12,synthetic,1
0.54,400,0,56,0.0,27.69,synthetic,0
0.52,0,400,28,0.13,45.92,synthetic,1
0.35,0,400,56,0.15,48.19,synthetic,1
0.55,0,400,28,0.0,35.88,synthetic,1
0.53,350,0,7,0.03,43.71,synthetic,0
0.45,0,350,28,0.01,46.37,synthetic,1
0.51,500,0,7,0.0,44.02,synthetic,0
0.35,0,400,56,0.04,46.18,synthetic,1
0.52,500,0,7,0.0,29.51,synthetic,0
0.35,500,0,7,0.05,51.75,synthetic,0
0.5,400,0,56,0.07,37.17,synthetic,0
0.43,350,0,28,0.09,28.66,synthetic,0
0.43,0,400,7,0.16,46.1,synthetic,1
0.53,400,0,7,0.15,47.37,synthetic,0
0.35,500,0,56,0.09,63.12,synthetic,0
0.35,500,0,28,0.17,40.36,synthetic,0
0.55,0,400,7,0.12,46.05,synthetic,1
0.36,500,0,7,0.06,30.51,synthetic,0
0.45,0,350,56,0.11,27.4,synthetic,1
0.37,500,0,28,0.18,33.28,synthetic,0
0.35,0,350,7,0.06,39.74,synthetic,1
0.35,0,500,56,0.08,63.12,synthetic,1
0.52,500,0,7,0.01,41.35,synthetic,0
0.55,0,500,28,0.03,37.55,synthetic,1
0.44,350,0,56,0.04,41.61,synthetic,0
0.35,0,400,28,0.03,38.92,synthetic,1
0.52,400,0,28,0.05,63.12,synthetic,0
0.47,400,0,56,0.17,47.07,synthetic,0
0.44,500,0,28,0.11,46.41,synthetic,0
0.44,0,400,7,0.06,61.54,synthetic,1
0.5,0,400,7,0.14,34.62,synthetic,1
0.45,350,0,7,0.04,23.59,synthetic,0
0.35,0,500,28,0.09,39.55,synthetic,1
0.5,0,350,56,0.0,54.01,synthetic,1
0.51,0,350,7,0.11,49.38,synthetic,1
0.55,0,500,28,0.19,52.02,synthetic,1
0.45,0,350,28,0.0,28.38,synthetic,1
0.51,0,400,56,0.0,46.12,synthetic,1
0.42,400,0,7,0.12,17.74,synthetic,0
0.35,0,400,56,0.12,63.12,synthetic,1
0.54,0,500,7,0.15,15.62,synthetic,1
0.35,350,0,56,0.18,62.18,synthetic,0
0.35,0,350,28,0.04,28.9,synthetic,1
0.35,500,0,7,0.08,40.81,synthetic,0
0.43,350,0,7,0.0,37.01,synthetic,0
0.44,350,0,56,0.06,44.87,synthetic,0
0.44,0,350,7,0.04,36.62,synthetic,1
0.52,350,0,28,0.13,28.28,synthetic,0
0.35,0,500,56,0.11,16.58,synthetic,1
0.53,0,400,28,0.12,50.31,synthetic,1
0.54,0,400,7,0.06,63.12,synthetic,1
0.55,0,350,28,0.07,35.51,synthetic,1
0.35,400,0,28,0.09,24.73,synthetic,0
0.36,0,350,28,0.05,31.02,synthetic,1
0.55,0,400,28,0.04,35.38,synthetic,1
0.35,0,350,28,0.09,48.86,synthetic,1
0.46,400,0,56,0.16,26.11,synthetic,0
0.45,0,400,28,0.0,36.2,synthetic,1
0.45,500,0,7,0.17,39.79,synthetic,0
0.35,500,0,56,0.14,40.61,synthetic,0
0.54,0,400,7,0.19,22.69,synthetic,1
0.35,350,0,28,0.19,40.6,synthetic,0
0.44,500,0,28,0.18,24.76,synthetic,0
0.37,350,0,7,0.2,28.09,synthetic,0
0.36,400,0,56,0.06,31.69,synthetic,0
0.35,500,0,7,0.11,30.45,synthetic,0
0.35,400,0,28,0.11,47.44,synthetic,0
0.35,500,0,28,0.16,29.28,synthetic,0
0.47,0,400,56,0.15,22.21,synthetic,1
0.44,350,0,56,0.17,39.48,synthetic,0
0.53,0,350,7,0.05,33.81,synthetic,1
0.44,350,0,56,0.03,42.52,synthetic,0
0.55,0,500,7,0.04,58.17,synthetic,1
0.35,400,0,7,0.03,48.52,synthetic,0
0.55,0,350,28,0.06,44.14,synthetic,1
0.35,350,0,7,0.12,63.05,synthetic,0
0.35,0,400,7,0.2,44.68,synthetic,1
0.5,0,350,56,0.0,55.44,synthetic,1
0.51,0,400,7,0.05,47.28,synthetic,1
0.51,0,500,56,0.04,63.12,synthetic,1
0.55,0,400,7,0.05,38.62,synthetic,1
0.35,350,0,56,0.15,43.09,synthetic,0
0.35,0,400,28,0.1,16.94,synthetic,1
0.44,0,400,56,0.12,13.56,synthetic,1
0.55,350,0,7,0.02,31.25,synthetic,0
0.35,500,0,56,0.01,25.03,synthetic,0
0.43,500,0,7,0.06,61.89,synthetic,0
0.52,0,400,28,0.16,62.63,synthetic,1
0.53,500,0,7,0.05,49.71,synthetic,0
0.35,400,0,28,0.0,34.38,synthetic,0
0.36,0,400,28,0.15,42.12,synthetic,1
0.35,0,500,7,0.04,49.2,synthetic,1
0.35,500,0,56,0.09,63.12,synthetic,0
0.35,0,500,7,0.05,55.93,synthetic,1
0.55,0,400,28,0.09,42.93,synthetic,1
0.35,0,350,7,0.1,41.04,synthetic,1
0.51,0,350,7,0.02,38.18,synthetic,1
0.53,0,500,7,0.18,53.65,synthetic,1
0.43,0,500,7,0.15,44.86,synthetic,1
0.38,350,0,28,0.08,59.31,synthetic,0
0.35,400,0,56,0.2,18.14,synthetic,0
0.52,400,0,28,0.18,56.48,synthetic,0
0.42,0,350,7,0.15,52.69,synthetic,1
0.43,400,0,28,0.08,50.89,synthetic,0
0.52,0,500,56,0.14,37.94,synthetic,1
0.35,350,0,7,0.18,37.75,synthetic,0
0.43,500,0,28,0.14,41.78,synthetic,0
0.55,0,500,28,0.12,32.69,synthetic,1
0.35,400,0,28,0.16,19.52,synthetic,0
0.42,500,0,7,0.03,63.12,synthetic,0
0.35,400,0,28,0.2,33.65,synthetic,0
0.37,0,350,28,0.09,46.54,synthetic,1
0.54,0,400,28,0.07,39.13,synthetic,1
0.46,0,400,7,0.04,39.82,synthetic,1
0.44,0,500,7,0.06,37.41,synthetic,1
0.5,0,350,28,0.07,48.62,synthetic,1
0.42,500,0,56,0.0,44.95,synthetic,0
0.44,0,500,28,0.16,20.65,synthetic,1
0.44,0,500,7,0.07,14.1,synthetic,1
0.35,500,0,7,0.06,50.22,synthetic,0
0.35,0,350,7,0.0,44.97,synthetic,1
0.43,0,400,7,0.1,43.43,synthetic,1
0.47,0,500,56,0.17,33.76,synthetic,1
0.44,0,500,56,0.08,61.31,synthetic,1
0.36,500,0,7,0.04,48.79,synthetic,0
0.51,0,350,56,0.05,56.97,synthetic,1
0.36,400,0,28,0.16,50.36,synthetic,0
0.55,0,400,7,0.08,56.53,synthetic,1
0.42,0,500,56,0.1,25.53,synthetic,1
0.55,0,350,56,0.04,40.68,synthetic,1
0.35,0,400,56,0.16,34.26,synthetic,1
0.51,350,0,7,0.0,41.06,synthetic,0
0.35,400,0,7,0.03,33.06,synthetic,0
0.51,350,0,28,0.01,40.97,synthetic,0
0.35,0,350,7,0.03,45.79,synthetic,1
0.35,0,400,28,0.04,47.45,synthetic,1
0.54,0,500,28,0.04,50.14,synthetic,1
0.35,0,400,28,0.02,62.8,synthetic,1
0.55,0,400,7,0.04,52.98,synthetic,1
0.46,350,0,28,0.04,29.65,synthetic,0
0.39,350,0,28,0.05,25.95,synthetic,0
0.53,500,0,56,0.03,40.69,synthetic,0
0.51,350,0,56,0.07,32.27,synthetic,0
0.37,0,500,56,0.13,21.83,synthetic,1
0.54,0,350,7,0.03,36.89,synthetic,1
0.43,0,400,7,0.07,32.33,synthetic,1
0.53,0,500,56,0.08,45.76,synthetic,1
0.45,0,350,28,0.04,48.06,synthetic,1
0.43,500,0,7,0.0,30.46,synthetic,0
0.52,400,0,56,0.16,22.87,synthetic,0
0.35,500,0,7,0.05,15.8,synthetic,0
0.35,0,400,28,0.06,52.02,synthetic,1
0.52,0,350,7,0.05,27.4,synthetic,1
0.53,350,0,56,0.14,49.5,synthetic,0
0.35,0,350,56,0.07,33.23,synthetic,1
0.35,0,500,56,0.0,32.24,synthetic,1
0.54,350,0,56,0.16,58.3,synthetic,0
0.54,0,400,28,0.05,37.03,synthetic,1
0.35,0,400,7,0.03,49.17,synthetic,1
0.35,400,0,28,0.06,15.23,synthetic,0
0.38,400,0,28,0.05,63.12,synthetic,0
0.35,0,500,7,0.06,33.39,synthetic,1
0.54,350,0,28,0.02,35.61,synthetic,0
0.44,350,0,28,0.08,34.4,synthetic,0
0.51,0,500,7,0.0,31.6,synthetic,1
0.53,0,500,28,0.03,34.7,synthetic,1
0.35,0,400,28,0.13,34.89,synthetic,1
0.51,500,0,7,0.0,53.33,synthetic,0
0.35,400,0,7,0.08,63.12,synthetic,0
0.55,0,400,56,0.08,47.19,synthetic,1
0.55,400,0,28,0.06,50.06,synthetic,0
0.35,0,500,56,0.07,47.69,synthetic,1
0.53,0,400,56,0.2,37.16,synthetic,1
0.54,0,350,56,0.05,48.08,synthetic,1
0.51,0,500,7,0.12,36.39,synthetic,1
0.45,400,0,28,0.07,43.41,synthetic,0
0.53,0,400,7,0.04,38.09,synthetic,1
0.35,0,350,56,0.01,42.84,synthetic,1
0.55,0,400,7,0.04,31.44,synthetic,1
0.35,0,500,7,0.0,51.97,synthetic,1
0.35,400,0,28,0.0,57.48,synthetic,0
0.51,0,500,56,0.05,47.55,synthetic,1
0.35,0,350,7,0.06,42.14,synthetic,1
0.54,500,0,56,0.2,47.22,synthetic,0
0.51,0,400,7,0.0,42.02,synthetic,1
0.53,0,500,56,0.12,35.11,synthetic,1
0.35,500,0,56,0.07,42.43,synthetic,0
0.35,500,0,7,0.13,52.75,synthetic,0
0.44,0,350,28,0.11,42.65,synthetic,1
0.55,0,500,7,0.14,39.08,synthetic,1
0.51,0,350,7,0.16,41.77,synthetic,1
0.35,0,500,28,0.04,53.37,synthetic,1
0.51,0,350,7,0.17,34.56,synthetic,1
0.54,400,0,56,0.1,36.69,synthetic,0
0.5,400,0,56,0.09,48.3,synthetic,0
0.53,0,400,28,0.16,28.32,synthetic,1
0.54,0,350,28,0.01,31.68,synthetic,1
0.52,400,0,56,0.05,51.07,synthetic,0
0.44,500,0,28,0.14,28.16,synthetic,0
0.45,400,0,7,0.2,36.78,synthetic,0
0.45,500,0,7,0.1,25.23,synthetic,0
0.52,0,350,28,0.04,35.37,synthetic,1
0.36,0,500,56,0.03,27.59,synthetic,1
0.44,350,0,56,0.16,24.02,synthetic,0
0.54,0,500,7,0.08,63.12,synthetic,1
0.54,500,0,56,0.07,47.43,synthetic,0
0.53,400,0,28,0.05,41.0,synthetic,0
0.35,0,400,7,0.14,39.23,synthetic,1
0.42,400,0,56,0.16,45.33,synthetic,0
0.51,400,0,28,0.14,44.29,synthetic,0
0.5,0,350,7,0.02,55.13,synthetic,1
0.35,0,350,56,0.07,42.83,synthetic,1
0.45,500,0,56,0.16,34.04,synthetic,0
0.52,0,400,56,0.08,57.0,synthetic,1
0.43,350,0,7,0.15,43.38,synthetic,0
0.54,0,400,28,0.05,63.12,synthetic,1
0.35,500,0,56,0.04,47.69,synthetic,0
0.45,400,0,56,0.0,50.22,synthetic,0
0.45,0,350,28,0.2,51.75,synthetic,1
0.35,0,400,7,0.07,46.38,synthetic,1
0.54,400,0,7,0.07,21.08,synthetic,0
0.35,400,0,28,0.06,45.03,synthetic,0
0.52,400,0,56,0.04,39.28,synthetic,0
0.53,500,0,7,0.06,46.82,synthetic,0
0.35,500,0,28,0.05,39.9,synthetic,0
0.5,500,0,7,0.14,30.01,synthetic,0
0.35,0,400,56,0.03,49.79,synthetic,1
0.35,0,350,7,0.05,54.78,synthetic,1
0.54,0,500,28,0.17,36.76,synthetic,1
0.35,500,0,56,0.04,29.86,synthetic,0
0.35,0,400,7,0.04,63.12,synthetic,1
0.45,0,500,7,0.16,18.56,synthetic,1
0.35,0,400,56,0.17,56.43,synthetic,1
0.54,0,350,7,0.16,50.15,synthetic,1
0.35,0,350,28,0.0,42.79,synthetic,1
0.44,0,500,28,0.08,42.18,synthetic,1
0.54,0,350,56,0.16,49.74,synthetic,1
0.35,0,350,7,0.11,43.31,synthetic,1
0.35,350,0,7,0.1,30.89,synthetic,0
0.35,500,0,7,0.13,39.52,synthetic,0
0.38,0,500,28,0.08,63.12,synthetic,1
0.54,500,0,56,0.05,35.31,synthetic,0
0.35,0,500,7,0.13,14.09,synthetic,1
0.52,400,0,28,0.03,60.88,synthetic,0
0.46,500,0,7,0.18,36.65,synthetic,0
0.46,0,400,56,0.06,27.22,synthetic,1
0.55,400,0,7,0.16,38.89,synthetic,0
0.54,0,500,56,0.05,37.62,synthetic,1
0.52,0,500,7,0.11,55.89,synthetic,1
0.45,350,0,56,0.12,39.22,synthetic,0
0.35,0,400,7,0.01,63.12,synthetic,1
0.45,500,0,56,0.17,55.54,synthetic,0
0.45,400,0,28,0.1,39.34,synthetic,0
0.37,350,0,56,0.17,40.97,synthetic,0
0.51,350,0,56,0.05,17.75,synthetic,0
0.53,400,0,56,0.02,43.39,synthetic,0
0.52,0,350,7,0.17,47.06,synthetic,1
0.38,350,0,7,0.01,42.45,synthetic,0
0.35,0,400,56,0.07,23.0,synthetic,1
0.35,0,350,28,0.16,33.8,synthetic,1
0.44,0,350,28,0.13,41.6,synthetic,1
0.52,350,0,28,0.07,63.12,synthetic,0
0.55,400,0,56,0.09,33.6,synthetic,0
0.35,400,0,28,0.12,51.43,synthetic,0
0.35,400,0,28,0.2,37.91,synthetic,0
0.52,500,0,56,0.16,45.12,synthetic,0
0.54,400,0,28,0.05,47.37,synthetic,0
0.5,350,0,56,0.05,47.45,synthetic,0
0.45,500,0,56,0.0,32.97,synthetic,0
0.35,500,0,7,0.14,45.29,synthetic,0
0.52,500,0,7,0.04,61.75,synthetic,0
0.53,0,350,28,0.05,45.88,synthetic,1
0.44,500,0,28,0.2,63.12,synthetic,0
0.51,500,0,28,0.13,40.57,synthetic,0
0.43,0,500,56,0.03,50.81,synthetic,1
0.45,350,0,56,0.07,35.12,synthetic,0
0.55,0,400,28,0.03,39.15,synthetic,1
0.35,0,500,7,0.17,45.34,synthetic,1
0.36,500,0,56,0.0,42.02,synthetic,0
0.44,500,0,7,0.15,34.39,synthetic,0
0.35,350,0,56,0.02,44.2,synthetic,0
0.35,400,0,28,0.01,44.13,synthetic,0
0.46,0,350,28,0.15,58.52,synthetic,1
0.54,0,500,56,0.15,22.57,synthetic,1
0.37,500,0,56,0.18,18.71,synthetic,0
0.35,0,400,28,0.15,55.21,synthetic,1
0.35,500,0,56,0.17,14.43,synthetic,0
0.36,500,0,28,0.16,46.23,synthetic,0
0.44,400,0,7,0.14,45.47,synthetic,0
0.35,0,350,56,0.17,58.7,synthetic,1
0.5,0,500,56,0.06,46.68,synthetic,1
0.35,0,400,7,0.0,47.18,synthetic,1
0.45,400,0,28,0.01,18.2,synthetic,0
0.35,500,0,56,0.03,15.07,synthetic,0
0.42,500,0,7,0.07,52.81,synthetic,0
0.35,0,400,7,0.01,31.41,synthetic,1
0.43,0,350,56,0.04,40.2,synthetic,1
0.51,0,500,28,0.2,54.51,synthetic,1
0.45,400,0,56,0.06,30.38,synthetic,0
0.46,0,400,56,0.17,31.87,synthetic,1
0.44,350,0,28,0.09,25.61,synthetic,0
0.48,350,0,28,0.13,46.95,synthetic,0
0.35,0,350,7,0.13,38.39,synthetic,1
0.52,350,0,28,0.2,42.98,synthetic,0
0.39,0,500,28,0.0,44.36,synthetic,1
0.35,350,0,7,0.02,51.86,synthetic,0
0.44,0,400,7,0.19,26.11,synthetic,1
0.35,350,0,56,0.04,47.45,synthetic,0
0.35,0,500,28,0.1,34.78,synthetic,1
0.53,400,0,7,0.06,54.4,synthetic,0
0.43,400,0,56,0.1,24.87,synthetic,0
0.37,0,400,28,0.15,23.16,synthetic,1
0.46,0,500,28,0.07,44.2,synthetic,1
0.55,0,500,56,0.06,57.99,synthetic,1
0.52,400,0,56,0.13,35.68,synthetic,0
0.54,0,500,56,0.09,54.12,synthetic,1
0.45,0,350,28,0.08,15.43,synthetic,1
0.35,0,350,28,0.16,45.14,synthetic,1
0.35,0,350,7,0.2,35.14,synthetic,1
0.35,0,350,7,0.16,33.97,synthetic,1
0.42,350,0,56,0.02,44.9,synthetic,0
0.4,500,0,28,0.09,37.07,synthetic,0
0.51,0,350,7,0.16,63.12,synthetic,1
0.35,0,350,7,0.1,30.09,synthetic,1
0.47,0,500,7,0.07,48.69,synthetic,1
0.46,500,0,7,0.11,42.48,synthetic,0
0.43,400,0,7,0.2,27.39,synthetic,0
0.53,500,0,56,0.09,22.36,synthetic,0
0.43,0,500,7,0.09,39.61,synthetic,1
0.35,400,0,56,0.09,51.57,synthetic,0
0.35,500,0,28,0.14,49.87,synthetic,0
0.55,500,0,28,0.2,38.81,synthetic,0
0.36,350,0,7,0.18,62.18,synthetic,0
0.47,0,400,28,0.02,37.24,synthetic,1
0.35,0,500,28,0.16,25.18,synthetic,1
0.43,0,400,56,0.07,41.29,synthetic,1
0.52,500,0,7,0.06,21.15,synthetic,0
0.5,0,400,56,0.12,52.5,synthetic,1
0.55,0,350,56,0.0,40.28,synthetic,1
0.5,0,500,56,0.06,35.88,synthetic,1
0.35,500,0,28,0.09,23.35,synthetic,0
0.53,500,0,28,0.07,33.27,synthetic,0
0.53,0,400,7,0.06,33.72,synthetic,1
0.35,0,400,28,0.12,41.77,synthetic,1
0.43,0,500,7,0.06,44.34,synthetic,1
0.46,350,0,7,0.08,35.1,synthetic,0
0.54,0,350,7,0.08,46.58,synthetic,1
0.55,500,0,7,0.05,32.98,synthetic,0
0.35,0,400,56,0.2,46.57,synthetic,1
0.55,350,0,28,0.0,34.72,synthetic,0
0.44,0,350,56,0.04,16.48,synthetic,1
0.52,400,0,56,0.13,46.87,synthetic,0
0.51,500,0,7,0.02,41.7,synthetic,0
0.35,500,0,7,0.1,38.12,synthetic,0
0.54,0,500,56,0.0,54.66,synthetic,1
0.35,500,0,7,0.1,34.75,synthetic,0
0.35,0,350,28,0.02,28.49,synthetic,1
0.43,0,350,56,0.19,32.04,synthetic,1
0.54,400,0,28,0.08,41.72,synthetic,0
0.38,350,0,28,0.07,38.67,synthetic,0
0.35,500,0,28,0.06,54.42,synthetic,0
0.51,350,0,7,0.02,29.99,synthetic,0
0.52,400,0,7,0.03,33.3,synthetic,0
0.54,500,0,56,0.03,33.45,synthetic,0
0.54,350,0,7,0.1,52.04,synthetic,0
0.53,0,500,28,0.02,49.36,synthetic,1
0.35,500,0,7,0.02,40.0,synthetic,0
0.45,0,350,28,0.03,37.92,synthetic,1
0.54,500,0,7,0.12,63.12,synthetic,0
0.51,0,350,56,0.14,49.13,synthetic,1
0.52,500,0,28,0.04,25.38,synthetic,0
0.43,350,0,7,0.1,53.95,synthetic,0
0.35,350,0,28,0.17,45.0,synthetic,0
0.55,0,500,56,0.03,48.13,synthetic,1
0.44,0,500,28,0.16,63.12,synthetic,1
0.44,0,350,7,0.17,42.33,synthetic,1
0.51,0,350,7,0.19,48.26,synthetic,1
0.37,500,0,56,0.1,55.32,synthetic,0
0.44,0,500,28,0.11,31.21,synthetic,1
0.43,0,350,7,0.13,32.68,synthetic,1
0.52,0,500,28,0.16,23.66,synthetic,1
0.42,350,0,56,0.0,63.12,synthetic,0
0.55,0,400,28,0.04,27.89,synthetic,1
0.35,0,500,56,0.17,39.67,synthetic,1
0.43,0,500,56,0.13,43.82,synthetic,1
0.55,350,0,28,0.09,36.1,synthetic,0
0.44,350,0,7,0.12,48.08,synthetic,0
0.52,500,0,7,0.08,18.63,synthetic,0
0.35,500,0,56,0.08,55.05,synthetic,0
0.35,500,0,28,0.03,53.68,synthetic,0
0.45,400,0,7,0.04,43.1,synthetic,0
0.45,500,0,7,0.17,21.96,synthetic,0
0.55,400,0,28,0.16,37.28,synthetic,0
0.35,350,0,56,0.15,48.64,synthetic,0
0.35,350,0,28,0.0,46.36,synthetic,0
0.51,500,0,56,0.0,31.59,synthetic,0
0.55,0,350,28,0.11,41.78,synthetic,1
0.52,500,0,28,0.0,47.65,synthetic,0
0.44,350,0,28,0.1,30.25,synthetic,0
0.43,0,350,56,0.12,48.9,synthetic,1
0.44,400,0,7,0.06,52.9,synthetic,0
0.51,0,350,7,0.0,50.34,synthetic,1
0.55,0,350,56,0.1,58.05,synthetic,1
0.43,0,350,56,0.0,19.11,synthetic,1
0.35,0,400,28,0.16,52.76,synthetic,1
0.46,350,0,28,0.06,29.04,synthetic,0
0.44,0,400,7,0.02,24.11,synthetic,1
0.35,0,350,7,0.12,28.55,synthetic,1
0.35,0,400,28,0.05,21.46,synthetic,1
0.35,0,350,7,0.04,35.88,synthetic,1
0.44,0,350,56,0.07,41.88,synthetic,1
0.35,400,0,7,0.1,43.13,synthetic,0
0.47,0,500,7,0.1,48.57,synthetic,1
0.43,0,400,56,0.0,35.95,synthetic,1
0.35,0,400,7,0.08,41.16,synthetic,1
0.43,400,0,28,0.05,60.69,synthetic,0
0.35,0,400,7,0.2,41.41,synthetic,1
0.35,350,0,56,0.01,57.47,synthetic,0
0.37,400,0,56,0.04,49.79,synthetic,0
0.54,0,400,7,0.11,60.58,synthetic,1
0.35,400,0,7,0.11,63.12,synthetic,0
0.53,500,0,7,0.02,51.39,synthetic,0
0.55,0,500,28,0.08,18.54,synthetic,1
0.53,0,500,56,0.08,20.4,synthetic,1
0.35,500,0,7,0.07,31.25,synthetic,0
0.43,0,500,7,0.0,25.38,synthetic,1
0.55,500,0,28,0.16,42.37,synthetic,0
0.55,0,350,56,0.08,54.16,synthetic,1
0.43,0,400,28,0.09,63.12,synthetic,1
0.44,0,500,7,0.07,47.89,synthetic,1
0.39,0,400,7,0.12,58.2,synthetic,1
0.35,0,500,56,0.0,49.96,synthetic,1
0.53,0,400,56,0.11,34.38,synthetic,1
0.44,400,0,56,0.07,50.86,synthetic,0
0.44,400,0,7,0.14,30.81,synthetic,0
0.42,500,0,7,0.08,63.12,synthetic,0
0.42,500,0,56,0.18,52.54,synthetic,0
0.35,0,500,56,0.17,44.88,synthetic,1
0.51,0,500,28,0.0,44.48,synthetic,1
0.35,0,350,56,0.03,19.51,synthetic,1
0.43,350,0,7,0.18,57.03,synthetic,0
0.36,0,400,56,0.17,46.34,synthetic,1
0.36,0,500,56,0.1,14.81,synthetic,1
0.35,500,0,28,0.02,41.09,synthetic,0
0.53,0,400,7,0.04,39.01,synthetic,1
0.47,0,400,28,0.02,26.23,synthetic,1
0.55,0,350,28,0.0,40.79,synthetic,1
0.35,350,0,56,0.02,39.67,synthetic,0
0.35,0,350,28,0.11,44.13,synthetic,1
0.52,0,350,28,0.08,24.98,synthetic,1
0.42,0,500,56,0.18,50.08,synthetic,1
0.44,0,350,7,0.07,32.64,synthetic,1
0.43,0,500,28,0.06,26.12,synthetic,1
0.35,500,0,7,0.2,45.6,synthetic,0
0.35,500,0,28,0.01,46.85,synthetic,0
0.52,500,0,7,0.03,43.72,synthetic,0
0.45,350,0,7,0.12,48.57,synthetic,0
0.51,400,0,56,0.06,25.92,synthetic,0
0.35,350,0,7,0.03,38.42,synthetic,0
0.35,400,0,28,0.09,48.25,synthetic,0
0.51,400,0,7,0.17,38.25,synthetic,0
0.36,350,0,7,0.11,38.0,synthetic,0
0.43,400,0,7,0.1,41.0,synthetic,0
0.42,500,0,56,0.2,45.33,synthetic,0
